run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	instrument_model	nominal_length	library_layout	read_count	base_count	study_alias	fastq_bytes	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	bam_ftp
SRR22859759	SAMN32360807	SRX18818480	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1530118	462095636	PRJNA914892	129843043;137783571	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/059/SRR22859759/SRR22859759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/059/SRR22859759/SRR22859759_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/059/SRR22859759	C150	
SRR22859905	SAMN32360940	SRX18818679	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1541630	465572260	PRJNA914892	130718016;133357799	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/005/SRR22859905/SRR22859905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/005/SRR22859905/SRR22859905_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/005/SRR22859905	C871	
SRR22859817	SAMN32360912	SRX18818767	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	2655919	802087538	PRJNA914892	231359139;237079464	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/017/SRR22859817/SRR22859817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/017/SRR22859817/SRR22859817_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/017/SRR22859817	C243	
SRR22859760	SAMN32360818	SRX18818479	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	23719	133748757	PRJNA914892	123004953	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/060/SRR22859760/SRR22859760_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/060/SRR22859760	C280	
SRR22859906	SAMN32360939	SRX18818678	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1485139	448511978	PRJNA914892	124088995;125624511	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/006/SRR22859906/SRR22859906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/006/SRR22859906/SRR22859906_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/006/SRR22859906	C870	
SRR22859820	SAMN32360909	SRX18818764	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	2763464	834566128	PRJNA914892	240841441;245064891	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/020/SRR22859820/SRR22859820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/020/SRR22859820/SRR22859820_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/020/SRR22859820	C230	
SRR22859763	SAMN32360804	SRX18818476	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3739774	934943500	PRJNA914892	299220662;288520004	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/063/SRR22859763/SRR22859763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/063/SRR22859763/SRR22859763_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/063/SRR22859763	C137	
SRR22859907	SAMN32360938	SRX18818677	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1519567	458909234	PRJNA914892	129701163;132169444	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/007/SRR22859907/SRR22859907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/007/SRR22859907/SRR22859907_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/007/SRR22859907	C869	
SRR22859821	SAMN32360908	SRX18818763	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	2631905	794835310	PRJNA914892	227751883;232345581	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/021/SRR22859821/SRR22859821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/021/SRR22859821/SRR22859821_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/021/SRR22859821	C214	
SRR22859768	SAMN32360972	SRX18818471	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	50460	77052599	PRJNA914892	69387627	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/068/SRR22859768/SRR22859768_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/068/SRR22859768	C347	
SRR22859823	SAMN32360828	SRX18818761	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	7162	61111537	PRJNA914892	55855964	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/023/SRR22859823/SRR22859823_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/023/SRR22859823	C84	
SRR22859915	SAMN32360931	SRX18818669	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	2827129	853792958	PRJNA914892	246731817;251752759	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/015/SRR22859915/SRR22859915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/015/SRR22859915/SRR22859915_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/015/SRR22859915	C329	
SRR22859772	SAMN32360969	SRX18818467	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	40496	71619436	PRJNA914892	64376054	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/072/SRR22859772/SRR22859772_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/072/SRR22859772	C247	
SRR22859824	SAMN32360906	SRX18818760	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	2410361	727929022	PRJNA914892	214780725;210841476	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/024/SRR22859824/SRR22859824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/024/SRR22859824/SRR22859824_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/024/SRR22859824	C194	
SRR22859919	SAMN32360927	SRX18818665	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3772909	943227250	PRJNA914892	291080598;307702751	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/019/SRR22859919/SRR22859919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/019/SRR22859919/SRR22859919_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/019/SRR22859919	C316	
SRR22859774	SAMN32360967	SRX18818465	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	23332	116307059	PRJNA914892	107128899	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/074/SRR22859774/SRR22859774_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/074/SRR22859774	C896	
SRR22859924	SAMN32360836	SRX18818659	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1657947	500699994	PRJNA914892	149837443;150621574	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/024/SRR22859924/SRR22859924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/024/SRR22859924/SRR22859924_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/024/SRR22859924	C295	
SRR22859825	SAMN32360905	SRX18818759	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	2939308	887671016	PRJNA914892	255858208;261459193	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/025/SRR22859825/SRR22859825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/025/SRR22859825/SRR22859825_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/025/SRR22859825	C19	
SRR22859778	SAMN32360897	SRX18818461	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	56592	522752706	PRJNA914892	477092587	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/078/SRR22859778/SRR22859778_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/078/SRR22859778	C363	
SRR22859925	SAMN32360835	SRX18818658	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1623022	490152644	PRJNA914892	146292304;146901236	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/025/SRR22859925/SRR22859925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/025/SRR22859925/SRR22859925_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/025/SRR22859925	C80	
SRR22859829	SAMN32360823	SRX18818754	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	11897	66529031	PRJNA914892	61136582	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/029/SRR22859829/SRR22859829_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/029/SRR22859829	C5	
SRR22859927	SAMN32360832	SRX18818656	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1015937	306812974	PRJNA914892	97133852;105810411	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/027/SRR22859927/SRR22859927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/027/SRR22859927/SRR22859927_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/027/SRR22859927	C22	
SRR22859830	SAMN32360856	SRX18818753	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1682050	507979100	PRJNA914892	152267504;153430221	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/030/SRR22859830/SRR22859830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/030/SRR22859830/SRR22859830_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/030/SRR22859830	C240	
SRR22859780	SAMN32360967	SRX18818459	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1785633	539261166	PRJNA914892	156462096;158792148	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/080/SRR22859780/SRR22859780_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/080/SRR22859780/SRR22859780_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/080/SRR22859780	C896	
SRR22859782	SAMN32360966	SRX18818457	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1318311	398129922	PRJNA914892	132696001;140508449	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/082/SRR22859782/SRR22859782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/082/SRR22859782/SRR22859782_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/082/SRR22859782	C913	
SRR22859839	SAMN32360847	SRX18818744	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	4260678	1286724756	PRJNA914892	381326900;385853714	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/039/SRR22859839/SRR22859839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/039/SRR22859839/SRR22859839_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/039/SRR22859839	C364	
SRR22859929	SAMN32360831	SRX18818655	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3758559	939639750	PRJNA914892	302942447;284821256	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/029/SRR22859929/SRR22859929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/029/SRR22859929/SRR22859929_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/029/SRR22859929	C96	
SRR22859786	SAMN32360962	SRX18818453	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	2201986	664999772	PRJNA914892	189324287;190936296	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/086/SRR22859786/SRR22859786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/086/SRR22859786/SRR22859786_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/086/SRR22859786	C878	
SRR22859935	SAMN32360802	SRX18818648	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	33918	205892759	PRJNA914892	189320818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/035/SRR22859935/SRR22859935_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/035/SRR22859935	C102	
SRR22859844	SAMN32360843	SRX18818739	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1619124	488975448	PRJNA914892	146027589;147082957	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/044/SRR22859844/SRR22859844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/044/SRR22859844/SRR22859844_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/044/SRR22859844	C224	
SRR22859787	SAMN32360961	SRX18818452	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1853645	559800790	PRJNA914892	156619323;161808389	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/087/SRR22859787/SRR22859787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/087/SRR22859787/SRR22859787_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/087/SRR22859787	C909	
SRR22859849	SAMN32360965	SRX18818734	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	167117	507045934	PRJNA914892	465466587	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/049/SRR22859849/SRR22859849_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/049/SRR22859849	C912	
SRR22859936	SAMN32360826	SRX18818647	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	4134630	1033657500	PRJNA914892	314795214;329083711	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/036/SRR22859936/SRR22859936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/036/SRR22859936/SRR22859936_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/036/SRR22859936	C58	
SRR22859790	SAMN32360958	SRX18818449	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1701860	513961720	PRJNA914892	144159333;147392217	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/090/SRR22859790/SRR22859790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/090/SRR22859790/SRR22859790_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/090/SRR22859790	C906	
SRR22859939	SAMN32360823	SRX18818644	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	4162284	1040571000	PRJNA914892	305533845;342087049	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/039/SRR22859939/SRR22859939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/039/SRR22859939/SRR22859939_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/039/SRR22859939	C5	
SRR22859858	SAMN32360958	SRX18818726	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	80333	209143645	PRJNA914892	192193997	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/058/SRR22859858/SRR22859858_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/058/SRR22859858	C906	
SRR22859859	SAMN32360957	SRX18818725	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	96175	323586186	PRJNA914892	306549322	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/059/SRR22859859/SRR22859859_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/059/SRR22859859	C905	
SRR22859860	SAMN32360956	SRX18818724	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	107281	157859894	PRJNA914892	144660631	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/060/SRR22859860/SRR22859860_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/060/SRR22859860	C904	
SRR22859791	SAMN32360957	SRX18818448	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1514780	457463560	PRJNA914892	128382185;131350842	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/091/SRR22859791/SRR22859791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/091/SRR22859791/SRR22859791_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/091/SRR22859791	C905	
SRR22859863	SAMN32360953	SRX18818721	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	80344	217710383	PRJNA914892	199266805	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/063/SRR22859863/SRR22859863_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/063/SRR22859863	C900	
SRR22859944	SAMN32360818	SRX18818639	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3908851	977212750	PRJNA914892	317197451;316575825	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/044/SRR22859944/SRR22859944_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/044/SRR22859944/SRR22859944_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/044/SRR22859944	C280	
SRR22859792	SAMN32360833	SRX18818447	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	13350	90759356	PRJNA914892	83381595	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/092/SRR22859792/SRR22859792_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/092/SRR22859792	C265	
SRR22859868	SAMN32360949	SRX18818716	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	120986	349874167	PRJNA914892	321123929	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/068/SRR22859868/SRR22859868_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/068/SRR22859868	C890	
SRR22859946	SAMN32360819	SRX18818637	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	84326	911630243	PRJNA914892	858643912	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/046/SRR22859946/SRR22859946_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/046/SRR22859946	C299	
SRR22859872	SAMN32360945	SRX18818712	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	61793	200037070	PRJNA914892	183270190	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/072/SRR22859872/SRR22859872_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/072/SRR22859872	C885	
SRR22859947	SAMN32360816	SRX18818636	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3534848	883712000	PRJNA914892	291418638;261321288	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/047/SRR22859947/SRR22859947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/047/SRR22859947/SRR22859947_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/047/SRR22859947	C257	
SRR22859954	SAMN32360938	SRX18818629	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	12576	93124175	PRJNA914892	85224917	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/054/SRR22859954/SRR22859954_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/054/SRR22859954	C869	
SRR22859874	SAMN32360896	SRX18818710	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	39300	182615465	PRJNA914892	171996224	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/074/SRR22859874/SRR22859874_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/074/SRR22859874	C325	
SRR22859794	SAMN32360955	SRX18818445	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1307512	394868624	PRJNA914892	114500479;116534131	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/094/SRR22859794/SRR22859794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/094/SRR22859794/SRR22859794_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/094/SRR22859794	C903	
SRR22859959	SAMN32360933	SRX18818624	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	21728	140236524	PRJNA914892	128342433	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/059/SRR22859959/SRR22859959_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/059/SRR22859959	C864	
SRR22859875	SAMN32360895	SRX18818709	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	37433	123439561	PRJNA914892	113221304	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/075/SRR22859875/SRR22859875_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/075/SRR22859875	C309	
SRR22859798	SAMN32360951	SRX18818441	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	2837508	856927416	PRJNA914892	249953715;255961407	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/098/SRR22859798/SRR22859798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/098/SRR22859798/SRR22859798_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/098/SRR22859798	C64	
SRR22859960	SAMN32360932	SRX18818623	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	38159	234015223	PRJNA914892	218779109	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/060/SRR22859960/SRR22859960_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/060/SRR22859960	C863	
SRR22859876	SAMN32360894	SRX18818708	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	37680	106437622	PRJNA914892	97493125	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/076/SRR22859876/SRR22859876_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/076/SRR22859876	C355	
SRR22859799	SAMN32360949	SRX18818785	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1239369	374289438	PRJNA914892	105333715;107772397	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/099/SRR22859799/SRR22859799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/099/SRR22859799/SRR22859799_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/099/SRR22859799	C890	
SRR22859964	SAMN32360929	SRX18818619	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	101208	212817244	PRJNA914892	195409961	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/064/SRR22859964/SRR22859964_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/064/SRR22859964	C321	
SRR22859877	SAMN32360893	SRX18818707	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	13018	60071549	PRJNA914892	55025039	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/077/SRR22859877/SRR22859877_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/077/SRR22859877	C285	
SRR22859800	SAMN32360948	SRX18818784	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1443531	435946362	PRJNA914892	122184020;125239585	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/000/SRR22859800/SRR22859800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/000/SRR22859800/SRR22859800_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/000/SRR22859800	C888	
SRR22859879	SAMN32360891	SRX18818705	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	43608	151097345	PRJNA914892	138444056	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/079/SRR22859879/SRR22859879_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/079/SRR22859879	C245	
SRR22859966	SAMN32360927	SRX18818617	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	119874	447564163	PRJNA914892	409871565	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/066/SRR22859966/SRR22859966_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/066/SRR22859966	C316	
SRR22859880	SAMN32360890	SRX18818704	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	38128	124324770	PRJNA914892	113584069	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/080/SRR22859880/SRR22859880_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/080/SRR22859880	C333	
SRR22859970	SAMN32360923	SRX18818613	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	112075	378761609	PRJNA914892	347796778	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/070/SRR22859970/SRR22859970_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/070/SRR22859970	C292	
SRR22859884	SAMN32360887	SRX18818700	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	18906	77330098	PRJNA914892	73311517	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/084/SRR22859884/SRR22859884_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/084/SRR22859884	C182	
SRR22859804	SAMN32360924	SRX18818780	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	3112229	939893158	PRJNA914892	271445606;276594565	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/004/SRR22859804/SRR22859804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/004/SRR22859804/SRR22859804_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/004/SRR22859804	C297	
