NodeID	SeqLength	Jaccard_Cont_WiRv	Jaccard_Cont_WiIS6110	Jaccard_Cont_WiRv_InsSeqAndPhages	IsSVNode	BubbleID
s1029	1660	1.0	0.0	0.0	True	BubbleRegion_341
s1030	58	1.0	0.0	0.0	True	BubbleRegion_341
s1031	3507	1.0	0.0	0.0	True	BubbleRegion_341
s1032	5941	1.0	0.0	0.0	False	None
s1033	114	1.0	0.0	0.0	True	BubbleRegion_342
s1034	1614	1.0	0.0	0.0	False	None
s1035	5548	1.0	0.0	0.0	False	None
s1036	584	1.0	0.0	0.0	True	BubbleRegion_344
s1037	1078	1.0	0.0	0.0	False	None
s1038	2095	1.0	0.0	0.6328806983511154	True	BubbleRegion_345
s1039	1358	1.0	0.927710843373494	0.927710843373494	True	BubbleRegion_345
s1040	7529	1.0	0.0	0.8593145752767035	True	BubbleRegion_345
s1041	1606	1.0	0.0	0.0	False	None
s1042	8023	1.0	0.0	0.09683473038909045	False	None
s1043	34	1.0	0.0	0.0	True	BubbleRegion_347
s1044	21	0.0	0.0	0.0	True	BubbleRegion_347
s1045	18	0.0	0.0	0.0	False	None
s1046	5329	1.0	0.0	0.0	False	None
s1047	51	1.0	0.0	0.0	True	BubbleRegion_349
s1048	3	0.0	0.0	0.0	False	None
s1049	34	1.0	0.0	0.0	False	None
s1050	51	1.0	0.0	0.0	True	BubbleRegion_351
s1051	10090	1.0	0.0	0.0	False	None
s1052	672	1.0	0.0	0.0	True	BubbleRegion_352
s1053	173	1.0	0.0	0.0	False	None
s1054	50	1.0	0.0	0.0	True	BubbleRegion_353
s1055	37	1.0	0.0	0.0	True	BubbleRegion_353
s1056	16	0.0	0.0	0.0	True	BubbleRegion_353
s1057	3	0.0	0.0	0.0	True	BubbleRegion_353
s1058	11569	1.0	0.0	0.0	False	None
s1059	1214	1.0	0.0	0.0	False	None
s1060	28425	1.0	0.0	0.0	False	None
s1061	5520	1.0	0.0	0.0	False	None
s1062	21768	1.0	0.0	0.0	False	None
s1063	2060	1.0	0.0	0.0	True	BubbleRegion_358
s1064	62	1.0	0.0	0.0	True	BubbleRegion_358
s1065	149	1.0	0.0	0.0	True	BubbleRegion_358
s1066	6031	1.0	0.0	0.0	False	None
s1067	12625	1.0	0.0	0.0	False	None
s1068	135	1.0	0.0	0.0	True	BubbleRegion_360
s1069	15551	1.0	0.0	0.12309775599690483	False	None
s1070	147	1.0	0.0	0.0	True	BubbleRegion_361
s1071	1634	1.0	0.0	0.0	False	None
s1072	780	1.0	0.0	0.0	True	BubbleRegion_362
s1073	246	1.0	0.0	0.0	True	BubbleRegion_362
s1074	478	1.0	0.0	0.0	True	BubbleRegion_362
s1075	88	1.0	0.0	0.0	True	BubbleRegion_362
s1076	1	0.0	0.0	0.0	True	BubbleRegion_362
s1077	204	1.0	0.0	0.6896551724137931	True	BubbleRegion_362
s1078	3299	1.0	0.0	0.4900581217497706	True	BubbleRegion_362
s1079	80	1.0	0.0	0.0	True	BubbleRegion_362
s1080	214	1.0	0.0	0.0	True	BubbleRegion_362
s1081	29	0.0	0.0	0.0	True	BubbleRegion_362
s1082	58	1.0	0.0	0.0	True	BubbleRegion_362
s1083	56	1.0	0.0	0.0	True	BubbleRegion_362
s1084	12	0.0	0.0	0.0	True	BubbleRegion_362
s1085	24	0.0	0.0	0.0	True	BubbleRegion_362
s1086	37	1.0	0.0	0.0	True	BubbleRegion_362
s1087	1	0.0	0.0	0.0	True	BubbleRegion_362
s1088	12	0.0	0.0	0.0	True	BubbleRegion_362
s1089	25	0.0	0.0	0.0	True	BubbleRegion_362
s1090	39	1.0	0.0	0.0	True	BubbleRegion_362
s1091	36	1.0	0.0	0.0	True	BubbleRegion_362
s1092	71	1.0	0.0	0.0	True	BubbleRegion_362
s1093	38	1.0	0.0	0.0	True	BubbleRegion_362
s1094	35	1.0	0.0	0.0	True	BubbleRegion_362
s1095	37	1.0	0.0	0.0	True	BubbleRegion_362
s1096	1	0.0	0.0	0.0	True	BubbleRegion_362
s1097	30	0.0	0.0	0.0	True	BubbleRegion_362
s1098	43	1.0	0.0	0.0	True	BubbleRegion_362
s1099	72	1.0	0.0	0.0	True	BubbleRegion_362
s1100	29	0.0	0.0	0.0	True	BubbleRegion_362
s1101	72	1.0	0.0	0.0	True	BubbleRegion_362
s1102	80	1.0	0.0	0.0	True	BubbleRegion_362
s1103	148	1.0	0.0	0.0	True	BubbleRegion_362
s1104	55	1.0	0.0	0.0	True	BubbleRegion_362
s1105	1355	1.0	0.929811320754717	0.929811320754717	True	BubbleRegion_362
s1106	107	1.0	0.0	0.0	True	BubbleRegion_362
s1107	27	0.0	0.0	0.0	True	BubbleRegion_362
s1108	1	0.0	0.0	0.0	True	BubbleRegion_362
s1109	9	0.0	0.0	0.0	True	BubbleRegion_362
s1110	73	1.0	0.0	0.0	True	BubbleRegion_362
s1111	1	0.0	0.0	0.0	True	BubbleRegion_362
s1112	10	0.0	0.0	0.0	True	BubbleRegion_362
s1113	15	0.0	0.0	0.0	True	BubbleRegion_362
s1114	36	1.0	0.0	0.0	True	BubbleRegion_362
s1115	12	0.0	0.0	0.0	True	BubbleRegion_362
s1116	25	0.0	0.0	0.0	True	BubbleRegion_362
s1117	354	1.0	0.0	0.0	True	BubbleRegion_362
s1118	72	1.0	0.0	0.0	True	BubbleRegion_362
s1119	1	0.0	0.0	0.0	True	BubbleRegion_362
s1120	38	1.0	0.0	0.0	True	BubbleRegion_362
s1121	1	0.0	0.0	0.0	True	BubbleRegion_362
s1122	19	0.0	0.0	0.0	True	BubbleRegion_362
s1123	221	1.0	0.0	0.0	True	BubbleRegion_362
s1124	15	0.0	0.0	0.0	True	BubbleRegion_362
s1125	3	0.0	0.0	0.0	True	BubbleRegion_362
s1126	183	1.0	0.0	0.0	True	BubbleRegion_362
s1127	38	1.0	0.0	0.0	True	BubbleRegion_362
s1128	71	1.0	0.0	0.0	True	BubbleRegion_362
s1129	37	1.0	0.0	0.0	True	BubbleRegion_362
s1130	69	1.0	0.0	0.0	True	BubbleRegion_362
s1131	1	0.0	0.0	0.0	True	BubbleRegion_362
s1132	15	0.0	0.0	0.0	True	BubbleRegion_362
s1133	22	0.0	0.0	0.0	True	BubbleRegion_362
s1134	34	1.0	0.0	0.0	True	BubbleRegion_362
s1135	1	0.0	0.0	0.0	True	BubbleRegion_362
s1136	15	0.0	0.0	0.0	True	BubbleRegion_362
s1137	76	1.0	0.0	0.0	True	BubbleRegion_362
s1138	74	1.0	0.0	0.0	True	BubbleRegion_362
s1139	22	0.0	0.0	0.0	True	BubbleRegion_362
s1140	1774	1.0	0.0	0.0	True	BubbleRegion_362
s1141	355	1.0	0.0	0.0	True	BubbleRegion_362
s1142	144	1.0	0.0	0.0	True	BubbleRegion_362
s1143	3	0.0	0.0	0.0	True	BubbleRegion_362
s1144	676	1.0	0.0	0.0	True	BubbleRegion_362
s1145	898	1.0	0.0	0.0	True	BubbleRegion_362
s1146	165	1.0	0.0	0.0	True	BubbleRegion_362
s1147	78	1.0	0.0	0.0	True	BubbleRegion_362
s1148	262	1.0	0.0	0.0	True	BubbleRegion_362
s1149	1536	1.0	0.0	0.0	True	BubbleRegion_362
s1150	8491	1.0	0.0	0.0	True	BubbleRegion_362
s1151	99	1.0	0.0	0.0	True	BubbleRegion_362
s1152	17862	1.0	0.0	0.0	True	BubbleRegion_362
s1153	17	0.0	0.0	0.0	True	BubbleRegion_362
s1154	33	1.0	0.0	0.0	True	BubbleRegion_362
s1155	4	0.0	0.0	0.0	True	BubbleRegion_362
s1156	50	1.0	0.0	0.0	True	BubbleRegion_362
s1157	58	1.0	0.0	0.0	True	BubbleRegion_362
s1158	1788	1.0	0.0	0.0	True	BubbleRegion_362
s1159	12902	1.0	0.0	0.0	False	None
s1160	272	1.0	0.0	0.0	True	BubbleRegion_363
s1161	446	1.0	0.0	0.0	False	None
s1162	20	0.0	0.0	0.0	False	None
s1163	7	0.0	0.0	0.0	True	BubbleRegion_365
s1164	47	1.0	0.0	0.0	True	BubbleRegion_365
s1165	61	1.0	0.0	0.0	True	BubbleRegion_365
s1166	17921	1.0	0.0	0.0	False	None
s1167	57	1.0	0.0	0.0	True	BubbleRegion_366
s1168	5	0.0	0.0	0.0	False	None
s1169	2603	1.0	0.0	0.0	False	None
s1170	53	1.0	0.0	0.0	True	BubbleRegion_368
s1171	9	0.0	0.0	0.0	False	None
s1172	44	1.0	0.0	0.0	True	BubbleRegion_369
s1173	9	0.0	0.0	0.0	True	BubbleRegion_369
s1174	28	0.0	0.0	0.0	False	None
s1175	2352	1.0	0.0	0.21963824289405684	False	None
s1176	86	1.0	0.0	1.0	True	BubbleRegion_371
s1177	485	1.0	0.0	1.0	False	None
s1178	887	1.0	0.0	0.969661610268378	True	BubbleRegion_372
s1179	4677	1.0	0.0	0.05143103077254142	False	None
s1180	1488	1.0	0.0	0.0	True	BubbleRegion_373
s1181	626	1.0	0.0	0.0	False	None
s1182	180	1.0	0.0	0.0	True	BubbleRegion_374
s1183	29534	1.0	0.0	0.029385845986984814	False	None
s1184	26	0.0	0.0	0.0	False	None
s1185	8	0.0	0.0	0.0	True	BubbleRegion_376
s1186	56	1.0	0.0	0.0	True	BubbleRegion_376
s1187	1	0.0	0.0	0.0	True	BubbleRegion_376
s1188	15	0.0	0.0	0.0	True	BubbleRegion_376
s1189	54	1.0	0.0	0.0	True	BubbleRegion_376
s1190	34	1.0	0.0	0.0	True	BubbleRegion_376
s1191	6626	1.0	0.0	0.0	False	None
s1192	36	1.0	0.0	0.0	True	BubbleRegion_377
s1193	19	0.0	0.0	0.0	True	BubbleRegion_377
s1194	17	0.0	0.0	0.0	False	None
s1195	55	1.0	0.0	0.0	True	BubbleRegion_378
s1196	10	0.0	0.0	0.0	False	None
s1197	158	1.0	0.0	0.0	True	BubbleRegion_379
s1198	11863	1.0	0.0	0.0	False	None
s1199	1311	1.0	0.0	0.0	True	BubbleRegion_380
s1200	38540	1.0	0.0	0.05153380607288501	False	None
s1201	6195	1.0	0.0	0.0	False	None
s1202	214	1.0	0.0	0.0	True	BubbleRegion_382
s1203	442	1.0	0.0	0.0	True	BubbleRegion_382
s1204	343	1.0	0.0	0.0	True	BubbleRegion_382
s1205	3816	1.0	0.0	0.0	False	None
s1206	431	1.0	0.0	0.0	False	None
s1207	55	1.0	0.0	0.0	True	BubbleRegion_384
s1208	7459	1.0	0.0	0.0	False	None
s1209	26069	1.0	0.0	0.0873073819313684	False	None
s1210	7	0.0	0.0	0.0	False	None
s1211	34	1.0	0.0	0.0	True	BubbleRegion_387
s1212	25	0.0	0.0	0.0	True	BubbleRegion_387
s1213	33	1.0	0.0	0.0	True	BubbleRegion_387
s1214	25	0.0	0.0	0.0	True	BubbleRegion_387
s1215	1	0.0	0.0	0.0	True	BubbleRegion_387
s1216	34	1.0	0.0	0.0	True	BubbleRegion_387
s1217	25	0.0	0.0	0.0	True	BubbleRegion_387
s1218	7236	1.0	0.0	0.0	False	None
s1219	7219	1.0	0.0	0.0	False	None
s1220	9	0.0	0.0	0.0	False	None
s1221	42	1.0	0.0	0.0	False	None
s1222	15506	1.0	0.0	0.0	False	None
s1223	9723	1.0	0.0	0.0	False	None
s1224	387	1.0	0.0	0.0	True	BubbleRegion_393
s1225	99	1.0	0.0	0.0	True	BubbleRegion_393
s1226	75	1.0	0.0	0.0	True	BubbleRegion_393
s1227	329	1.0	0.0	0.0	True	BubbleRegion_393
s1228	16	0.0	0.0	0.0	True	BubbleRegion_393
s1229	92	1.0	0.0	0.0	True	BubbleRegion_393
s1230	210	1.0	0.0	0.0	True	BubbleRegion_393
s1231	621	1.0	0.0	0.0	False	None
s1232	73	1.0	0.0	0.0	True	BubbleRegion_394
s1233	209	1.0	0.0	0.0	True	BubbleRegion_394
s1234	2	0.0	0.0	0.0	True	BubbleRegion_394
s1235	342	1.0	0.0	0.0	True	BubbleRegion_394
s1236	2	0.0	0.0	0.0	True	BubbleRegion_394
s1237	127	1.0	0.0	0.0	True	BubbleRegion_394
s1238	472	1.0	0.0	0.0	True	BubbleRegion_394
s1239	211	1.0	0.0	0.0	True	BubbleRegion_394
s1240	56	1.0	0.0	0.0	True	BubbleRegion_394
s1241	113	1.0	0.0	0.0	True	BubbleRegion_394
s1242	832	1.0	0.0	0.0	True	BubbleRegion_394
s1243	1178	1.0	0.0	0.41986062717770034	False	None
s1244	72	1.0	0.0	1.0	True	BubbleRegion_395
s1245	21314	1.0	0.0	0.029787633903401615	False	None
s1246	1319	1.0	0.0	0.0	True	BubbleRegion_396
s1247	11611	1.0	0.0	0.0	False	None
s1248	4841	1.0	0.0	0.0	False	None
s1249	2206	1.0	0.0	0.0	False	None
s1250	1849	1.0	0.0	0.0	False	None
s1251	53	1.0	0.0	0.0	True	BubbleRegion_400
s1252	15805	1.0	0.0	0.0	False	None
s1253	7540	1.0	0.0	0.0	False	None
s1254	2902	1.0	0.0	0.0	True	BubbleRegion_402
s1255	28590	1.0	0.0	0.0	False	None
s1256	385	1.0	0.0	0.0	True	BubbleRegion_403
s1257	5876	1.0	0.0	0.20834758809442352	False	None
s1258	174	1.0	0.0	0.0	True	BubbleRegion_404
s1259	1037	1.0	0.0	0.0	True	BubbleRegion_404
s1260	360	1.0	0.0	0.0	False	None
s1261	1811	1.0	0.0	0.0	False	None
s1262	284	1.0	0.0	0.0	False	None
s1263	1201	1.0	0.0	0.0	False	None
s1264	387	1.0	0.0	0.0	True	BubbleRegion_408
s1265	76	1.0	0.0	0.0	True	BubbleRegion_408
s1266	100	1.0	0.0	0.0	True	BubbleRegion_408
s1267	1848	1.0	0.0	0.0	False	None
s1268	382	1.0	0.0	0.0	True	BubbleRegion_409
s1269	7314	1.0	0.0	0.0	False	None
s1270	111	1.0	0.0	0.0	True	BubbleRegion_410
s1271	199	1.0	0.0	0.0	True	BubbleRegion_410
s1272	132	1.0	0.0	0.0	True	BubbleRegion_410
s1273	3	0.0	0.0	0.0	True	BubbleRegion_410
s1274	55	1.0	0.0	0.0	True	BubbleRegion_410
s1275	7045	1.0	0.0	0.0	False	None
s1276	847	1.0	0.0	0.0	True	BubbleRegion_411
s1277	19059	1.0	0.0	0.0	False	None
s1278	581	1.0	0.0	0.0	True	BubbleRegion_412
s1279	14863	1.0	0.0	0.0	False	None
s1280	3223	1.0	0.0	0.0	False	None
s1281	417	1.0	0.0	0.0	False	None
s1282	996	1.0	0.0	0.0	True	BubbleRegion_415
s1283	189	1.0	0.0	0.0	True	BubbleRegion_415
s1284	198	1.0	0.0	0.0	True	BubbleRegion_415
s1285	57	1.0	0.0	0.0	True	BubbleRegion_415
s1286	1	0.0	0.0	0.0	True	BubbleRegion_415
s1287	1637	1.0	0.0	0.0	False	None
s1288	85	1.0	0.0	0.0	True	BubbleRegion_416
s1289	63	1.0	0.0	0.0	True	BubbleRegion_416
s1290	245	1.0	0.0	0.0	True	BubbleRegion_416
s1291	2838	1.0	0.8307484828051247	0.8307484828051247	True	BubbleRegion_416
s1292	68	1.0	0.0	0.0	True	BubbleRegion_416
s1293	1115	1.0	0.0	0.0	False	None
s1294	87	1.0	0.0	0.0	False	None
s1295	3280	1.0	0.0	0.30923076923076925	False	None
s1296	35686	1.0	0.0	0.0	False	None
s1297	72	1.0	0.0	0.0	True	BubbleRegion_420
s1298	25	0.0	0.0	0.0	True	BubbleRegion_420
s1299	15	0.0	0.0	0.0	True	BubbleRegion_420
s1300	13	0.0	0.0	0.0	True	BubbleRegion_420
s1301	30	0.0	0.0	0.0	False	None
s1302	69284	1.0	0.0	0.0	False	None
s1303	47	1.0	0.0	0.0	True	BubbleRegion_422
s1304	37	1.0	0.0	0.0	True	BubbleRegion_422
s1305	35	1.0	0.0	0.0	True	BubbleRegion_422
s1306	16	0.0	0.0	0.0	True	BubbleRegion_422
s1307	49	1.0	0.0	0.0	False	None
s1308	63	1.0	0.0	0.0	True	BubbleRegion_423
s1309	10040	1.0	0.0	0.0	False	None
s1310	177	1.0	0.0	0.0	True	BubbleRegion_424
s1311	16778	1.0	0.0	0.0	False	None
s1312	4	0.0	0.0	0.0	True	BubbleRegion_425
s1313	58	1.0	0.0	0.0	True	BubbleRegion_425
s1314	8	0.0	0.0	0.0	True	BubbleRegion_425
s1315	18278	1.0	0.0	0.0	False	None
s1316	39	1.0	0.0	0.0	True	BubbleRegion_426
s1317	250	1.0	0.0	0.0	True	BubbleRegion_426
s1318	760	1.0	0.0	0.0	True	BubbleRegion_426
s1319	1355	1.0	0.929811320754717	0.929811320754717	True	BubbleRegion_426
s1320	119	1.0	0.0	0.8651685393258427	True	BubbleRegion_426
s1321	3471	1.0	0.0	0.45800639349026445	False	None
s1322	236	1.0	0.0	0.0	True	BubbleRegion_427
s1323	6905	1.0	0.0	0.0	False	None
s1324	557	1.0	0.0	0.0	True	BubbleRegion_428
s1325	2836	1.0	0.0	0.0	False	None
s1326	4670	1.0	0.0	0.0	False	None
s1327	533	1.0	0.0	0.0	True	BubbleRegion_430
s1328	338	1.0	0.0	0.0	True	BubbleRegion_430
s1329	483	1.0	0.0	0.0	True	BubbleRegion_430
s1330	194	1.0	0.0	0.0	True	BubbleRegion_430
s1331	302	1.0	0.0	0.0	True	BubbleRegion_430
s1332	266	1.0	0.0	0.0	True	BubbleRegion_430
s1333	145	1.0	0.0	0.0	True	BubbleRegion_430
s1334	2844	1.0	0.0	0.0	True	BubbleRegion_430
s1335	9	0.0	0.0	0.0	True	BubbleRegion_430
s1336	169	1.0	0.0	0.0	True	BubbleRegion_430
s1337	291	1.0	0.0	0.0	False	None
s1338	60	1.0	0.0	0.0	True	BubbleRegion_431
s1339	1162	1.0	0.0	0.0	False	None
s1340	129	1.0	0.0	0.0	True	BubbleRegion_432
s1341	120	1.0	0.0	0.0	True	BubbleRegion_432
s1342	141	1.0	0.0	0.0	True	BubbleRegion_432
s1343	649	1.0	0.0	0.0	False	None
s1344	52	1.0	0.0	0.0	True	BubbleRegion_433
s1345	53	1.0	0.0	0.0	True	BubbleRegion_433
s1346	37	1.0	0.0	0.0	True	BubbleRegion_433
s1347	9	0.0	0.0	0.0	True	BubbleRegion_433
s1348	53	1.0	0.0	0.0	True	BubbleRegion_433
s1349	63	1.0	0.0	0.0	True	BubbleRegion_433
s1350	6	0.0	0.0	0.0	True	BubbleRegion_433
s1351	4	0.0	0.0	0.0	True	BubbleRegion_433
s1352	37	1.0	0.0	0.0	True	BubbleRegion_433
s1353	73	1.0	0.0	0.0	True	BubbleRegion_433
s1354	15	0.0	0.0	0.0	True	BubbleRegion_433
s1355	89	1.0	0.0	0.0	True	BubbleRegion_433
s1356	271	1.0	0.0	0.0	True	BubbleRegion_433
s1357	224	1.0	0.0	0.0	True	BubbleRegion_433
s1358	9	0.0	0.0	0.0	True	BubbleRegion_433
s1359	243	1.0	0.0	0.0	True	BubbleRegion_433
s1360	205	1.0	0.0	0.0	True	BubbleRegion_433
s1361	14	0.0	0.0	0.0	True	BubbleRegion_433
s1362	51	1.0	0.0	0.0	True	BubbleRegion_433
s1363	3	0.0	0.0	0.0	True	BubbleRegion_433
s1364	102	1.0	0.0	0.0	True	BubbleRegion_433
s1365	405	1.0	0.0	0.0	True	BubbleRegion_433
s1366	186	1.0	0.0	0.0	True	BubbleRegion_433
s1367	112	1.0	0.0	0.0	True	BubbleRegion_433
s1368	2	0.0	0.0	0.0	True	BubbleRegion_433
s1369	82	1.0	0.0	0.0	True	BubbleRegion_433
s1370	17	0.0	0.0	0.0	True	BubbleRegion_433
s1371	173	1.0	0.0	0.0	True	BubbleRegion_433
s1372	7	0.0	0.0	0.0	True	BubbleRegion_433
s1373	310	1.0	0.0	0.0	True	BubbleRegion_433
s1374	835	1.0	0.0	0.0	True	BubbleRegion_433
s1375	63	1.0	0.0	0.0	True	BubbleRegion_433
s1376	33	1.0	0.0	0.0	True	BubbleRegion_433
s1377	54	1.0	0.0	0.0	True	BubbleRegion_433
s1378	1290	1.0	0.0	0.0	True	BubbleRegion_433
s1379	290	1.0	0.0	0.0	True	BubbleRegion_433
s1380	516	1.0	0.0	0.0	True	BubbleRegion_433
s1381	2346	1.0	0.0	0.0	True	BubbleRegion_433
s1382	12	0.0	0.0	0.0	True	BubbleRegion_433
s1383	245	1.0	0.0	0.0	True	BubbleRegion_433
s1384	421	1.0	0.0	0.0	True	BubbleRegion_433
s1385	1017	1.0	0.0	0.0	True	BubbleRegion_433
s1386	43	1.0	0.0	0.0	True	BubbleRegion_433
s1387	17	0.0	0.0	0.0	True	BubbleRegion_433
s1388	164	1.0	0.0	0.0	True	BubbleRegion_433
s1389	126	1.0	0.0	0.0	True	BubbleRegion_433
s1390	1801	1.0	0.0	0.0	True	BubbleRegion_433
s1391	474	1.0	0.0	0.0	True	BubbleRegion_433
s1392	5059	1.0	0.0	0.23324716643467885	True	BubbleRegion_433
s1393	425	1.0	0.0	0.0	True	BubbleRegion_433
s1394	309	1.0	0.0	0.0	True	BubbleRegion_433
s1395	580	1.0	0.0	0.0	True	BubbleRegion_433
s1396	220	1.0	0.0	0.0	True	BubbleRegion_433
s1397	113	1.0	0.0	0.0	True	BubbleRegion_433
s1398	479	1.0	0.0	0.0	False	None
s1399	299	1.0	0.0	0.0	True	BubbleRegion_434
s1400	699	1.0	0.0	0.0	False	None
s1401	2676	1.0	0.0	0.0	True	BubbleRegion_435
s1402	1120	1.0	0.0	0.0	True	BubbleRegion_435
s1403	1544	1.0	0.0	0.0	True	BubbleRegion_435
s1404	381	1.0	0.0	0.0	False	None
s1405	7174	1.0	0.0	0.0	False	None
s1406	68	1.0	0.0	0.0	True	BubbleRegion_437
s1407	6710	1.0	0.0	0.0	False	None
s1408	83	1.0	0.0	0.0	True	BubbleRegion_438
s1409	6213	1.0	0.0	0.0	False	None
s1410	647	1.0	0.0	0.0	True	BubbleRegion_439
s1411	5089	1.0	0.0	0.0	False	None
s1412	2996	1.0	0.0	0.0	False	None
s1413	1154	1.0	0.0	0.0	False	None
s1414	1355	1.0	0.929811320754717	0.929811320754717	True	BubbleRegion_442
s1415	3	0.0	0.0	0.0	True	BubbleRegion_442
s1416	488	1.0	0.0	0.0	True	BubbleRegion_442
s1417	125	1.0	0.0	0.0	False	None
s1418	796	1.0	0.0	0.0	False	None
s1419	4309	1.0	0.0	0.3147931759756953	False	None
s1420	23	0.0	0.0	0.0	True	BubbleRegion_445
s1421	31	1.0	0.0	0.0	True	BubbleRegion_445
s1422	128	1.0	0.0	0.0	True	BubbleRegion_445
s1423	279	1.0	0.0	0.0	False	None
s1424	108	1.0	0.0	0.0	True	BubbleRegion_446
s1425	21	0.0	0.0	0.0	False	None
s1426	213	1.0	0.0	0.0	True	BubbleRegion_447
s1427	5	0.0	0.0	0.0	False	None
s1428	186	1.0	0.0	0.0	True	BubbleRegion_448
s1429	707	1.0	0.0	0.0	False	None
s1430	16589	1.0	0.0	0.0	False	None
s1431	26	0.0	0.0	0.0	True	BubbleRegion_450
s1432	50	1.0	0.0	0.0	True	BubbleRegion_450
s1433	9	0.0	0.0	0.0	True	BubbleRegion_450
s1434	24	0.0	0.0	0.0	False	None
s1435	57	1.0	0.0	0.0	True	BubbleRegion_451
s1436	20839	1.0	0.0	0.0	False	None
s1437	2	0.0	0.0	0.0	False	None
s1438	510	1.0	0.0	0.0	True	BubbleRegion_453
s1439	477	1.0	0.0	0.0	True	BubbleRegion_453
s1440	1755	1.0	0.0	0.1536628945801072	True	BubbleRegion_453
s1441	487	1.0	0.0	0.9584245076586433	True	BubbleRegion_453
s1442	18	0.0	0.0	0.0	True	BubbleRegion_453
s1443	2162	1.0	0.0	0.5642589118198874	True	BubbleRegion_453
s1444	27	0.0	0.0	0.0	True	BubbleRegion_453
s1445	6622	1.0	0.0	0.2958131067961165	False	None
s1446	59	1.0	0.0	0.0	True	BubbleRegion_454
s1447	12638	1.0	0.0	0.0	False	None
s1448	2045	1.0	0.0	0.0	True	BubbleRegion_455
s1449	12051	1.0	0.0	0.0	False	None
s1450	4539	1.0	0.0	0.28077178975382566	False	None
s1451	24	0.0	0.0	0.0	True	BubbleRegion_457
s1452	22	0.0	0.0	0.0	True	BubbleRegion_457
s1453	5910	1.0	0.0	0.0035714285714285713	False	None
s1454	1358	1.0	0.927710843373494	0.927710843373494	True	BubbleRegion_458
s1455	3148	1.0	0.0	0.0	False	None
s1456	55	1.0	0.0	0.0	True	BubbleRegion_459
s1457	4501	1.0	0.0	0.0	False	None
s1458	620	1.0	0.0	0.0	True	BubbleRegion_460
s1459	4499	1.0	0.0	0.0	False	None
s1460	1749	1.0	0.0	0.0	True	BubbleRegion_461
s1461	3056	1.0	0.0	0.0	False	None
s1462	56	1.0	0.0	0.0	True	BubbleRegion_462
s1463	17448	1.0	0.0	0.0	False	None
s1464	2	0.0	0.0	0.0	True	BubbleRegion_463
s1465	57	1.0	0.0	0.0	True	BubbleRegion_463
s1466	84	1.0	0.0	0.0	True	BubbleRegion_463
s1467	113	1.0	0.0	0.0	True	BubbleRegion_463
s1468	6	0.0	0.0	0.0	True	BubbleRegion_463
s1469	78	1.0	0.0	0.0	True	BubbleRegion_463
s1470	51	1.0	0.0	0.0	True	BubbleRegion_463
s1471	272	1.0	0.0	0.0	True	BubbleRegion_463
s1472	63	1.0	0.0	0.0	True	BubbleRegion_463
s1473	596	1.0	0.0	0.0	True	BubbleRegion_463
s1474	6	0.0	0.0	0.0	False	None
s1475	490	1.0	0.0	0.0	True	BubbleRegion_464
s1476	5	0.0	0.0	0.0	True	BubbleRegion_464
s1477	177	1.0	0.0	0.0	True	BubbleRegion_464
s1478	27	0.0	0.0	0.0	True	BubbleRegion_464
s1479	192	1.0	0.0	0.0	True	BubbleRegion_464
s1480	282	1.0	0.0	0.0	True	BubbleRegion_464
s1481	266	1.0	0.0	0.0	False	None
s1482	7	0.0	0.0	0.0	False	None
s1483	273	1.0	0.0	0.0	True	BubbleRegion_466
s1484	63	1.0	0.0	0.0	True	BubbleRegion_466
s1485	162	1.0	0.0	0.0	True	BubbleRegion_466
s1486	27	0.0	0.0	0.0	True	BubbleRegion_466
s1487	4	0.0	0.0	0.0	False	None
s1488	23	0.0	0.0	0.0	True	BubbleRegion_467
s1489	784	1.0	0.0	0.0	False	None
s1490	238	1.0	0.0	0.0	True	BubbleRegion_468
s1491	78	1.0	0.0	0.0	True	BubbleRegion_468
s1492	360	1.0	0.0	0.0	True	BubbleRegion_468
s1493	158	1.0	0.0	0.0	True	BubbleRegion_468
s1494	299	1.0	0.0	0.0	True	BubbleRegion_468
s1495	8	0.0	0.0	0.0	True	BubbleRegion_468
s1496	56	1.0	0.0	0.0	True	BubbleRegion_468
s1497	28	0.0	0.0	0.0	True	BubbleRegion_468
s1498	64	1.0	0.0	0.0	True	BubbleRegion_468
s1499	31	1.0	0.0	0.0	True	BubbleRegion_468
s1500	56	1.0	0.0	0.0	True	BubbleRegion_468
s1501	10	0.0	0.0	0.0	True	BubbleRegion_468
s1502	5	0.0	0.0	0.0	True	BubbleRegion_468
s1503	7	0.0	0.0	0.0	True	BubbleRegion_468
s1504	5	0.0	0.0	0.0	True	BubbleRegion_468
s1505	64	1.0	0.0	0.0	True	BubbleRegion_468
s1506	14	0.0	0.0	0.0	False	None
s1507	87	1.0	0.0	0.0	True	BubbleRegion_469
s1508	180	1.0	0.0	0.0	False	None
s1509	166	1.0	0.0	0.0	True	BubbleRegion_470
s1510	119	1.0	0.0	0.0	True	BubbleRegion_470
s1511	13	0.0	0.0	0.0	True	BubbleRegion_470
s1512	52	1.0	0.0	0.0	False	None
s1513	201	1.0	0.0	0.0	True	BubbleRegion_471
s1514	116	1.0	0.0	0.0	False	None
s1515	209	1.0	0.0	0.0	True	BubbleRegion_472
s1516	60	1.0	0.0	0.0	True	BubbleRegion_472
